city,date,fare,ride_id
Butlerville,2017-02-24 00:08:24,18.86,1224743021637
Michelehaven,2017-05-23 01:48:32,14.89,0940307582888
West Sarashire,2017-01-22 21:21:38,40.74,0820239784355
Port Tyler,2017-08-10 16:52:06,12.91,0956312220240
East Lanceshire,2017-05-22 11:53:13,42.91,1977670444009
Paulton,2017-05-06 00:21:51,39.66,8051205661208
Katherinebury,2017-07-11 06:09:47,4.69,5633105973815
Jamiebury,2017-11-27 20:25:40,28.04,1496652797686
Johnsonview,2017-10-18 23:14:14,10.05,5078472258866
Lake Nicholaston,2017-11-10 23:34:28,38.06,6801901917046
East Lanceshire,2017-02-15 21:59:08,40.29,3189700455659
Millerton,2017-03-27 19:40:28,9.82,3838557975956
Bellfort,2017-01-18 15:22:12,24.17,3747567036222
Kevinmouth,2017-01-07 22:56:12,43.28,4713640749128
Ashleyside,2017-11-25 22:50:18,27.61,5451895103355
Turnermouth,2017-05-18 01:12:44,32.71,6239941182184
Dennisborough,2017-06-24 00:55:34,38.92,5075269292539
Dennisborough,2017-09-20 08:06:16,30.85,4882437651910
West Sarashire,2017-02-07 08:01:57,33.43,2922573172466
Davidtown,2017-02-23 14:20:13,15.48,3659217579631
Gailstad,2017-08-10 20:18:28,6.71,9935094642441
Foxfort,2017-07-30 16:13:39,23.32,8050659210987
Rodriguezchester,2017-02-13 17:47:44,42.2,3506521907523
West Mark,2017-09-17 16:47:41,33.16,8710088519340
Michelehaven,2017-11-08 07:27:33,20.17,7030478345627
Port Luke,2017-07-04 03:40:24,30.2,8690189553156
New Melissa,2017-08-05 22:42:58,40.91,8055104562055
Campbellburgh,2017-03-05 12:26:07,24.15,7624317684178
Catherineland,2017-03-10 09:24:21,5.67,8650181951169
Dennisborough,2017-03-06 03:09:38,15.44,3150413891805
West Heatherburgh,2017-11-20 16:03:57,40.41,6036243695332
Foxfort,2017-08-07 21:48:26,9.6,7065661675519
South Breanna,2017-04-03 11:22:33,28.24,1160123316279
Davidfurt,2017-08-08 11:13:19,10.7,8467833865114
Campbellburgh,2017-10-23 22:35:47,28.8,8154702773266
Butlerville,2017-03-01 03:42:53,4.9,4869396560231
South Breanna,2017-12-03 01:41:13,23.58,3891428485763
Dennisborough,2017-07-14 13:49:51,7.33,6495203274954
New Danielle,2017-03-10 14:20:24,33.97,5153914492425
Foxfort,2017-04-09 04:07:07,25.57,2873820731885
Jamesview,2017-03-27 23:28:22,32.74,8954167321657
Johnsonview,2017-09-01 07:50:24,15.82,7348676204791
Lake Melissaview,2017-11-01 10:33:32,17.22,8990027419973
Michaelside,2017-03-23 01:04:03,23.84,0770951437599
Lisaport,2017-04-19 07:11:15,10.22,8064318518284
Rodriguezchester,2017-11-26 01:43:52,37.65,8434275219362
Jamiebury,2017-11-24 22:42:52,18.58,1396639810110
Campbellburgh,2017-10-30 08:42:20,25.08,9969589150678
Lake Nicholaston,2017-03-12 13:18:30,19.07,4312439269245
Alexborough,2017-05-22 18:30:26,17.61,1592878448989
Port Roberttown,2017-04-09 15:38:36,33.1,1151056699294
Lake Kennethbury,2017-05-01 18:19:19,27.95,7387888220250
Garymouth,2017-08-22 21:32:56,23.27,4687261341194
West Mark,2017-01-23 09:02:51,33.1,3075634949657
North Ashley,2017-02-15 06:18:50,16.12,4514907179890
Josephmouth,2017-11-19 16:27:38,12.01,1619912747614
East Lanceshire,2017-08-27 03:05:56,21.78,3304577321443
Campbellburgh,2017-02-16 05:39:37,26.29,4127264869436
New Judyshire,2017-10-13 09:11:09,9.18,4999432765549
North Steve,2017-05-23 00:23:07,12.27,2238828322570
Millerton,2017-06-14 18:14:23,6.13,2964492844895
Ashleyside,2017-02-07 02:13:27,19.03,8892936734355
Dennisborough,2017-10-11 16:27:37,44.05,3709752192755
Port Lisaport,2017-07-30 09:31:10,34.51,1161706442835
Duranmouth,2017-02-23 06:03:44,19.62,6458721157765
Michaelside,2017-05-11 09:23:36,38.5,9681594008194
New Danielle,2017-07-31 03:47:37,32.18,4492633766631
Davidfurt,2017-08-03 09:25:44,31.22,4799252555463
Johnsonmouth,2017-06-11 02:41:07,29.12,6175762687722
Kimberlyfort,2017-07-15 14:49:15,25.1,4437871427975
East Kellyshire,2017-02-26 02:11:29,42.13,8859188424502
North Ashley,2017-10-30 06:51:56,44.93,8713589873621
Michaelside,2017-10-16 03:09:31,23.75,5743695439858
Jamesview,2017-01-10 09:41:56,38.88,2754791146147
Burgessside,2017-03-15 05:24:43,23.21,1382106398717
South Charlesport,2017-11-03 08:16:57,34.29,1882821778615
Port Misty,2017-05-04 11:55:35,18.31,2821038942142
Dennisborough,2017-02-05 00:17:12,28.5,4032543617755
West Heatherburgh,2017-03-04 05:50:56,21.63,6655060311159
Butlerville,2017-02-23 12:21:31,16.83,8207140823472
Michelehaven,2017-09-11 23:05:50,29.62,1243113200663
South Breanna,2017-05-01 07:43:50,41.75,1919074241136
South Davidfort,2017-05-13 07:13:59,14.31,5613909591118
Dennisborough,2017-09-06 08:31:44,4.61,4904705792221
Michelehaven,2017-11-12 06:16:57,13.09,2240489675872
Butlerville,2017-06-13 18:50:54,35.03,8235585086596
Kimberlyfort,2017-06-07 10:02:41,4.27,2884163747747
New Melissa,2017-09-13 00:17:19,34.86,9475555919304
Kevinmouth,2017-08-18 12:38:20,27.73,9064757620462
Gailstad,2017-09-10 01:39:34,38.69,8305496830547
Campbellburgh,2017-10-17 12:24:52,22.91,3155169300267
Ashleyside,2017-03-14 22:48:57,16.49,6038501071438
Lake Ashleyland,2017-07-15 02:57:09,4.65,8289337348937
Sharonton,2017-05-26 17:19:12,43.72,7351755691078
South Davidfort,2017-11-09 20:10:21,6.54,8392770256339
South Charlesport,2017-05-01 18:52:36,4.69,3240534859096
Lake Kennethbury,2017-04-12 12:35:55,9.22,5731724226289
Johnsonview,2017-06-02 01:32:37,8.41,4027538378407
West Sarashire,2017-06-02 11:54:46,27.55,0316111466506
Lake Ashleyland,2017-03-08 04:19:16,10.88,1524721122159
East Emily,2017-09-27 00:55:35,29.0,8692038269034
Lake Nicholaston,2017-05-17 06:57:53,43.61,4329159290022
Port Luke,2017-08-01 18:54:41,5.33,8353794073043
Lake Melissaview,2017-09-03 19:15:55,44.99,8332579728019
Sharonton,2017-09-15 02:46:26,15.13,7409937230147
Port Luke,2017-02-27 00:30:32,4.15,7366009644588
West Sarashire,2017-04-07 14:33:35,22.82,1448022310117
Matthewmouth,2017-09-10 14:44:09,27.94,0538487300981
West Sarashire,2017-03-12 15:48:23,17.01,0145274413917
North Ashley,2017-01-23 18:19:11,18.27,1964883188134
East Lanceshire,2017-02-13 12:04:56,19.44,2200880394772
Matthewmouth,2017-07-24 14:36:16,13.07,5450591608454
Lake Ashleyland,2017-12-02 22:39:22,24.9,0893700077270
West Sarashire,2017-11-28 12:59:12,35.81,1438235068394
Catherineland,2017-08-22 03:44:30,31.52,3793188805624
Johnsonview,2017-08-27 16:47:04,4.19,7623961813927
Garymouth,2017-08-27 04:00:32,34.53,8993858305644
North Troy,2017-04-01 10:09:43,38.92,9505223015257
Catherineland,2017-08-24 20:00:11,21.57,5506897208383
Port Luke,2017-06-21 22:22:19,25.2,2885010653419
Gailstad,2017-08-26 23:58:53,44.17,6883649716044
Josephmouth,2017-10-28 02:15:54,8.24,4053510297503
Bellfort,2017-07-04 11:14:01,31.79,7166755328127
Katherinebury,2017-04-15 16:52:29,23.9,5246915280389
New Heather,2017-05-22 02:04:02,20.19,0537444434134
West Mark,2017-11-01 08:58:51,43.17,1259795001788
South Jameshaven,2017-06-03 00:06:47,17.84,7218013337140
Davidtown,2017-06-16 01:55:09,42.82,2125631841605
Port Tyler,2017-02-23 10:43:03,39.14,9507789879182
North Steve,2017-02-21 19:32:33,5.34,9878835392581
Michaelside,2017-11-03 11:35:00,20.8,3450453487434
Kimberlyfort,2017-08-17 14:45:03,27.54,5743290705556
West Heatherburgh,2017-01-03 21:29:33,42.88,2784782314590
Stevenmouth,2017-10-21 17:22:27,9.31,4822651132581
North Steve,2017-02-14 07:08:52,41.59,8547109271921
Davidfurt,2017-07-21 08:15:28,17.14,5904744710278
New Melissa,2017-06-24 06:19:42,9.13,2415117086188
North Troy,2017-06-30 13:39:26,19.45,8020336346650
Port Luke,2017-11-26 01:06:20,23.53,3565527300950
Davidtown,2017-11-24 22:37:36,36.31,2745694053236
Port Roberttown,2017-08-15 10:15:08,26.25,4038653177691
New Melissa,2017-07-05 15:42:19,25.98,6686972222370
Turnermouth,2017-08-08 17:23:29,39.41,9089083673937
West Wendyborough,2017-11-17 21:06:58,10.51,3061123130163
Swansonborough,2017-06-22 16:22:08,8.71,3960757169382
New Heather,2017-01-12 06:21:23,11.43,7203516280901
East Emily,2017-01-16 05:28:06,34.51,9568456209299
Dennisborough,2017-09-08 01:52:52,30.26,1746116591092
Rodriguezchester,2017-10-11 09:19:56,28.22,9378363937761
New Danielle,2017-04-09 07:51:57,23.75,4053833124326
Bellfort,2017-08-07 07:13:54,36.1,8327243314490
Davidtown,2017-10-12 17:25:35,11.76,7783990531022
Johnsonview,2017-06-19 01:13:08,11.84,3428720283454
Bellfort,2017-06-10 03:25:18,28.92,8097871096715
Port Luke,2017-11-18 14:09:43,18.13,2764916686953
Butlerville,2017-06-15 10:26:40,12.92,1595190955692
Stevenmouth,2017-01-14 11:08:06,29.07,0932165995603
South Charlesport,2017-05-16 05:07:02,22.28,6896198409541
Catherineland,2017-03-18 02:42:28,17.06,0103353791479
West Sarashire,2017-08-14 08:11:09,12.14,3204904491828
Lake Cynthia,2017-10-30 22:38:58,42.38,2204846362423
Turnermouth,2017-03-24 22:18:27,7.06,5144178266709
New Melissa,2017-11-25 23:35:48,20.25,4990370785798
Port Misty,2017-07-16 20:32:42,21.95,2477811329374
Sandersmouth,2017-05-25 21:27:43,43.57,3605738154802
Sharonton,2017-03-20 18:00:51,29.84,0825162390482
Dennisborough,2017-01-10 01:28:59,7.58,6028597526370
Butlerville,2017-06-19 12:13:10,18.07,5220528699561
West Mark,2017-12-02 17:09:49,11.98,5138106595184
Paulton,2017-03-13 17:23:02,38.45,5267956117397
Lake Melissaview,2017-06-13 03:02:11,16.38,6197509477434
West Mark,2017-01-10 05:05:00,15.25,0940885300836
Lake Ashleyland,2017-02-02 08:19:51,34.95,4572478144983
Matthewmouth,2017-03-09 02:50:02,16.92,4802968361546
Sharonton,2017-03-22 00:40:48,27.7,7943091950966
Lake Melissaview,2017-11-21 21:42:04,7.45,5297557604392
West Mark,2017-05-18 11:18:30,32.0,1645566067952
Lake Ashleyland,2017-06-22 07:18:59,26.11,5574787953279
Johnsonview,2017-10-01 09:31:15,31.79,2657837935753
Port Luke,2017-02-25 12:01:34,9.07,7223512571490
Jamiebury,2017-03-04 13:15:13,21.97,5755294119888
Andrewsborough,2017-09-06 05:37:15,4.97,6691991321805
Stevenmouth,2017-01-01 23:44:29,24.55,8790481754661
Sandersmouth,2017-02-15 15:40:55,38.57,1486956016170
South Breanna,2017-10-25 20:53:06,27.38,0996128313842
Swansonborough,2017-01-30 23:27:59,37.13,0736204881472
North Troy,2017-02-09 02:36:14,27.45,1736647113788
Johnsonmouth,2017-09-30 04:15:55,10.81,3221861731590
Matthewmouth,2017-04-13 10:18:42,44.22,9417236770224
West Wendyborough,2017-03-10 02:56:47,6.48,5945567668520
West Wendyborough,2017-06-14 17:40:01,14.58,9123280945180
East Lanceshire,2017-03-08 10:09:12,21.26,2318891170046
East Kellyshire,2017-01-09 15:22:45,40.05,8593651000434
South Jameshaven,2017-11-12 20:19:17,18.33,1850285661989
West Sarashire,2017-01-22 08:46:59,5.02,5210940614402
Lake Nicholaston,2017-01-28 21:59:37,38.78,4186909894035
Garymouth,2017-11-14 14:55:37,6.95,0397967570173
South Davidfort,2017-10-22 17:46:26,39.01,1451360864679
Port Roberttown,2017-12-09 09:23:54,33.9,6917191039266
Duranmouth,2017-06-19 08:09:32,18.56,5673308528276
Millerton,2017-04-14 10:32:30,35.52,0534562881727
Millerton,2017-02-28 00:19:13,18.64,8810458571623
Katherinebury,2017-07-03 08:15:54,4.66,7216523205935
Kevinmouth,2017-12-01 10:48:59,10.66,0305009174265
South Jameshaven,2017-10-30 17:52:32,21.83,1631514836220
East Kellyshire,2017-06-30 05:14:47,12.02,1733328410433
Sandersmouth,2017-10-24 13:31:12,41.67,2225003661678
North Troy,2017-06-11 06:17:10,44.23,0957769606007
South Davidfort,2017-09-10 16:09:40,8.04,0173493804131
Michelehaven,2017-01-12 02:09:31,28.2,9601750851594
South Breanna,2017-08-10 02:19:35,25.1,7041078845486
Michelehaven,2017-11-18 02:58:40,43.46,9989161172423
Matthewmouth,2017-08-14 00:33:00,32.7,8189458387740
East Kellyshire,2017-08-08 17:37:48,20.16,1668199302887
North Ashley,2017-02-21 03:39:26,16.8,3690572534187
Turnermouth,2017-11-14 18:47:08,12.46,7903714049637
Michelehaven,2017-06-23 17:15:31,29.35,4671324502943
North Troy,2017-07-29 19:58:02,42.96,9073227820967
Port Roberttown,2017-10-23 17:34:44,18.83,5290504160675
Turnermouth,2017-02-07 20:19:32,19.4,7794695405570
Port Lisaport,2017-09-27 15:33:00,9.35,8851570682873
Sharonton,2017-06-15 11:39:33,25.4,1343953288682
East Emily,2017-08-01 16:31:51,20.76,3762264263757
Duranmouth,2017-01-29 21:44:36,37.32,2658625231897
New Melissa,2017-09-30 09:17:15,6.25,8424944727434
Scottburgh,2017-09-21 01:39:31,39.72,0567816600591
Rhodesfort,2017-08-17 07:20:10,26.6,4624419453880
New Trevormouth,2017-11-17 13:37:53,44.79,7637364045229
Jacquelineborough,2017-11-03 20:13:56,39.11,6589822622064
East Chelsea,2017-09-21 08:25:43,44.37,2055219837617
Tommyfurt,2017-11-09 18:23:39,47.89,6725865967711
Rhodesfort,2017-01-19 05:30:12,45.52,2446981253284
South Jeffrey,2017-07-26 19:24:34,47.33,8829339679822
Port Maria,2017-03-30 05:29:03,41.12,3451368662831
Tiffanyton,2017-04-18 10:52:05,26.29,8433339484760
Susanbury,2017-08-06 23:11:00,43.75,3499117368030
North Thomas,2017-04-08 05:59:16,26.31,3102664825467
Reginatown,2017-01-02 00:19:03,30.41,9822047455923
New Christopherton,2017-06-03 00:55:05,41.25,0480223328790
Port Maria,2017-03-20 10:49:53,22.43,0182690299572
Port Joshua,2017-08-17 15:33:28,15.75,8062782286609
Rhodesfort,2017-07-29 10:29:31,30.11,3987660426708
North Danny,2017-09-27 09:39:34,13.37,0261684048263
South Sarah,2017-04-17 23:59:40,49.46,3951978041748
West William,2017-06-28 17:58:00,47.29,1546214177491
Johnsonside,2017-09-06 03:02:32,37.84,4949168717053
East Chelsea,2017-03-31 19:25:09,26.55,3869657907844
South Phillip,2017-09-15 10:00:17,28.88,9014796269955
Scottburgh,2017-05-06 07:53:14,31.94,3226658770677
Port Katieburgh,2017-01-11 11:10:45,35.11,5687956475226
New Christopherton,2017-05-07 03:23:15,21.13,9582174507291
North Danny,2017-01-25 23:15:12,25.91,8127563362603
Williamschester,2017-12-03 04:44:17,47.1,7060432960573
South Josephborough,2017-04-07 23:03:58,17.88,2176691515081
Port Maria,2017-05-12 02:10:58,43.44,7344202667405
Lake Edwardhaven,2017-09-12 19:00:53,32.35,2260120998092
Kleinside,2017-02-18 05:49:01,35.42,1908174891686
South Evan,2017-08-18 12:04:30,25.55,4328706370200
Port Maria,2017-02-09 13:14:14,33.61,2999927356520
Johnsonside,2017-01-14 11:21:15,16.34,0562162966773
Laurashire,2017-08-02 15:25:47,28.02,6214763002001
West William,2017-07-14 09:09:56,29.76,9333982095834
North Courtneymouth,2017-05-08 03:21:36,43.44,0405841617811
Johnsonside,2017-06-01 17:06:35,40.68,9582272152409
Scottfurt,2017-08-14 06:57:29,32.79,1287233106511
Bowmanland,2017-11-30 19:07:44,36.11,4535338340208
North Emily,2017-07-28 23:14:11,44.52,0675433833244
New Christopherton,2017-02-17 23:15:07,42.98,8051758070427
Jacquelineborough,2017-06-29 02:30:49,46.42,2484142196209
Johnsonside,2017-03-11 05:46:33,29.12,1528612169407
Port Maria,2017-05-17 01:47:54,33.83,9564245857184
South Josephborough,2017-10-13 22:34:03,29.43,7195871360117
Bowmanland,2017-02-08 19:09:11,21.82,6270932635111
North Courtneymouth,2017-05-19 13:51:06,38.33,8259223078255
West William,2017-01-07 13:06:55,28.61,1013295361212
Williamschester,2017-03-22 21:39:48,47.11,8777902200464
Susanbury,2017-10-26 02:39:01,12.65,2305640843177
Jamesview,2017-11-13 13:10:37,22.86,0466130252526
Bowmanland,2017-09-24 19:06:55,24.52,0045835105001
Laurashire,2017-10-05 02:37:45,46.65,2916852469521
North Danny,2017-07-21 04:23:45,18.2,5783896102724
Susanbury,2017-04-28 01:36:44,17.37,8618887872959
Port Maria,2017-10-07 10:21:52,22.57,6090726543756
Port Maria,2017-09-12 12:24:11,39.61,3379954908487
South Evan,2017-08-12 10:35:25,27.43,7951044620866
Susanbury,2017-04-05 05:25:05,18.59,0312052011089
Kleinside,2017-02-04 18:04:41,36.67,8885207454373
Port Katieburgh,2017-06-06 17:06:45,12.26,3522753113648
Johnsonside,2017-10-04 14:28:57,40.07,0802900078628
Johnsonside,2017-04-11 18:16:08,43.77,5844541264591
New Trevormouth,2017-11-25 14:48:40,16.96,5684265016515
Nancyburgh,2017-07-26 21:47:57,15.15,0953921273445
Smithberg,2017-01-13 06:54:52,30.64,3963954468661
Susanbury,2017-07-04 05:09:01,25.39,8112599247659
Nancyburgh,2017-06-16 17:23:10,18.56,7695333919568
West Mandy,2017-08-30 20:51:39,42.86,7444184802549
Kleinside,2017-04-16 14:31:58,36.52,1774878664440
West William,2017-02-02 08:55:58,45.96,6349571508572
Port Maria,2017-02-20 22:10:56,43.51,8411626277387
Kleinside,2017-07-07 09:24:41,19.8,6803138400070
South Evan,2017-04-21 02:31:06,40.25,6613453729868
Susanbury,2017-08-08 10:06:29,21.35,6477091838173
South Phillip,2017-07-22 11:16:07,44.63,6618251982453
New Maryfurt,2017-08-16 01:34:08,29.51,9375603569232
North Emily,2017-08-25 07:48:36,13.0,1138733819992
Bowmanland,2017-10-20 22:26:50,25.86,4716763816821
Tiffanyton,2017-06-16 15:24:49,39.25,3957494275292
South Evan,2017-11-07 18:45:59,33.98,4668538586975
Tommyfurt,2017-10-02 00:39:39,16.17,1479935101905
East Chelsea,2017-04-12 13:12:21,43.27,3809303199278
Castroland,2017-10-17 07:16:25,43.62,5797312925217
Jacquelineborough,2017-10-07 12:57:00,31.65,5196051813777
New Maryfurt,2017-10-31 22:13:40,31.47,0693628600211
North Emily,2017-11-16 07:20:39,14.17,4563045048964
Scottfurt,2017-11-03 04:05:16,12.91,5427884200381
Smithberg,2017-06-13 07:43:43,42.11,5257298813767
Castroland,2017-12-07 22:55:43,12.94,7647090579905
South Jeffrey,2017-05-27 09:15:34,33.25,6666928518719
North Emily,2017-06-26 02:55:14,13.96,3055963621905
Smithberg,2017-03-15 13:29:19,28.78,1313351450585
Port Joshua,2017-04-06 07:12:37,35.66,7121500282765
South Sarah,2017-07-30 13:34:11,30.85,2037819255619
Williamschester,2017-08-07 17:14:58,40.97,7523425882585
Kennethmouth,2017-10-05 21:45:12,39.39,5545548604419
New Maryfurt,2017-02-11 22:51:36,48.29,1923986955272
Port Maria,2017-10-16 20:32:49,27.66,2464249880225
Nancyburgh,2017-02-17 03:59:30,46.85,3857679970021
New Rebecca,2017-07-31 19:47:36,36.49,0713030057950
South Jeffrey,2017-04-07 03:14:06,47.33,8130062781264
Simsland,2017-05-22 16:59:47,39.19,2355170547380
Rhodesfort,2017-06-28 21:14:21,34.63,8481889694184
North Thomas,2017-11-12 18:19:32,40.03,9554026806180
Smithberg,2017-01-01 10:53:16,38.37,5830740159356
Port Katieburgh,2017-08-12 22:33:39,19.6,3252911301357
Jacquelineborough,2017-05-27 22:38:14,14.11,1197020033220
East Marthabury,2017-07-12 11:50:08,31.72,7521501648360
Scottburgh,2017-04-01 06:05:47,26.41,6893073247984
Simsland,2017-07-10 09:57:33,24.75,0650071808823
Kennethmouth,2017-02-01 10:19:44,48.34,6191117795881
Rhodesfort,2017-11-24 09:02:43,27.7,6064719684474
Laurashire,2017-08-13 11:32:52,48.8,9089005622432
East Jamieshire,2017-10-12 04:09:00,43.88,8781570921958
Williamschester,2017-06-30 03:59:19,14.65,1187411687170
Johnsonside,2017-02-17 17:55:54,17.78,7552240776182
Port Katieburgh,2017-01-05 18:43:18,14.65,5240815904529
Kristiview,2017-01-04 13:14:46,32.3,4114629939491
South Jeffrey,2017-09-26 20:14:35,33.18,6272093732319
Johnsonside,2017-07-18 14:03:39,39.38,6976259270331
North Thomas,2017-01-06 11:49:10,14.76,2360988489937
New Rebecca,2017-11-08 13:19:18,26.93,2083589040085
Susanbury,2017-04-04 12:44:18,48.88,6880022341886
Port Joshua,2017-02-08 23:51:55,25.38,3368188801442
East Jamieshire,2017-03-11 05:53:29,37.42,3113266275864
East Marthabury,2017-07-16 17:05:28,18.82,5515133536128
Lake Edwardhaven,2017-11-01 03:05:47,38.59,6193474664305
Simsland,2017-04-08 18:44:36,28.1,2860163298465
Castroland,2017-02-03 23:43:13,20.85,6807642806342
New Trevormouth,2017-05-29 14:30:58,41.97,2929279625111
Simsland,2017-07-24 00:23:43,33.68,2323175451650
Port Katieburgh,2017-07-10 03:39:41,23.0,3598768019947
Scottburgh,2017-11-08 09:23:46,48.13,1513320986088
East Marthabury,2017-01-06 18:26:21,25.85,4014954371884
Scottburgh,2017-04-26 05:40:53,15.86,0798075230223
Jacquelineborough,2017-09-16 00:52:39,25.45,9925319137074
Reginatown,2017-11-26 14:04:38,45.34,8227528677244
Castroland,2017-05-11 23:37:23,14.02,7461568711372
Tiffanyton,2017-11-22 01:40:01,35.24,1037272376129
Williamschester,2017-01-08 10:47:12,23.5,1838676502110
Johnsonside,2017-09-14 04:15:48,42.39,4073398148216
South Josephborough,2017-01-29 09:31:57,37.99,2662387075675
New Maryfurt,2017-06-13 01:11:08,38.77,8241695767751
Rhodesfort,2017-01-16 11:22:39,24.61,6788603610300
North Courtneymouth,2017-07-11 02:23:24,36.73,4255685380275
New Christopherton,2017-04-14 08:10:40,33.4,4071740430897
Laurashire,2017-08-21 00:51:31,43.06,3300726613575
Port Maria,2017-03-06 23:03:00,46.22,8862733762165
New Maryfurt,2017-05-03 04:42:14,16.23,8105201041318
South Josephborough,2017-03-01 07:30:02,14.51,1744452613096
East Chelsea,2017-07-04 07:10:27,45.29,3744794112965
West Mandy,2017-07-21 14:19:04,34.16,1189936380826
Susanbury,2017-02-15 16:46:36,35.56,8206497349642
New Christopherton,2017-08-17 23:05:14,16.67,2946325315673
East Chelsea,2017-02-03 23:26:25,44.55,7447056056996
Bowmanland,2017-07-20 09:04:27,24.39,6914243449318
South Jeffrey,2017-05-08 12:30:03,39.34,9938597152363
South Sarah,2017-04-25 07:24:39,30.36,0589844927624
Williamschester,2017-01-14 22:39:24,48.61,2349472115835
South Josephborough,2017-05-12 11:03:32,37.17,0001839663114
Kristiview,2017-02-24 13:30:33,44.4,2793877587153
Scottfurt,2017-11-22 10:10:16,34.83,6352156159519
South Jeffrey,2017-06-03 17:50:31,38.46,2625839112267
West Mandy,2017-03-09 19:16:31,38.88,1338724624431
Scottburgh,2017-04-29 13:31:51,16.89,4218500778541
Nancyburgh,2017-04-04 13:21:53,27.5,0964998846487
Rhodesfort,2017-07-08 20:14:37,16.98,5663861427635
New Rebecca,2017-10-28 04:41:32,13.72,7943770537006
East Jamieshire,2017-07-28 18:05:55,35.1,9117275935867
Nancyburgh,2017-07-25 05:37:27,38.85,6344120536976
New Christopherton,2017-10-17 18:30:04,16.24,0085258302212
Jacquelineborough,2017-09-21 15:31:41,22.88,5489038606302
Scottfurt,2017-11-03 13:50:44,47.73,9081672293649
Scottburgh,2017-05-18 06:15:37,15.8,6692200312843
Simsland,2017-10-21 13:20:50,49.16,8130058019838
Tommyfurt,2017-01-10 23:26:27,37.09,2067482613331
Bowmanland,2017-12-01 14:51:20,35.43,1202862013269
East Chelsea,2017-08-11 22:06:28,38.07,8099848402987
Reginatown,2017-01-16 17:24:23,16.44,6396041762811
West William,2017-09-28 02:06:06,28.26,4996289851913
Tiffanyton,2017-01-01 14:59:09,30.68,8715521209604
Kennethmouth,2017-02-14 03:16:15,28.13,5736193016348
Kleinside,2017-01-25 05:01:24,21.67,3417986772307
North Danny,2017-02-14 13:26:10,31.57,7328458728264
New Christopherton,2017-03-07 21:37:40,40.76,3422299462173
Scottfurt,2017-07-03 04:51:12,43.62,8021663051897
North Courtneymouth,2017-08-12 11:47:49,46.72,2148489348485
South Josephborough,2017-06-15 05:59:37,36.53,4434259893131
Port Katieburgh,2017-09-04 18:17:15,12.56,8642840003548
Bowmanland,2017-08-15 10:37:03,14.33,2553121955097
Nancyburgh,2017-09-16 14:34:52,19.46,3554069810850
Kristiview,2017-06-24 19:43:08,35.31,0614399535540
Kennethmouth,2017-07-23 10:42:05,25.38,0446384770434
Port Joshua,2017-04-24 00:39:14,37.36,8259621910157
Williamschester,2017-01-11 17:46:51,13.62,3620594295032
South Sarah,2017-11-07 21:48:18,41.96,6985415499134
New Christopherton,2017-10-06 21:26:55,37.77,1621547424655
Susanbury,2017-07-25 02:20:25,22.14,3305490057907
South Evan,2017-10-12 01:57:27,19.58,3773637474106
North Danny,2017-01-05 11:35:35,49.09,5997554826550
Smithberg,2017-01-10 01:49:28,22.9,5324461850482
Williamschester,2017-10-20 15:41:02,36.67,5189692492937
Johnsonside,2017-03-18 17:06:33,30.68,3111782101889
South Phillip,2017-02-12 13:26:08,36.9,1398583890101
South Sarah,2017-01-12 11:22:59,34.84,5537807710221
South Josephborough,2017-11-16 11:28:24,43.5,6617592643641
New Maryfurt,2017-03-16 21:59:32,18.78,0229619066089
West William,2017-10-21 12:31:50,25.09,5972899537996
Tiffanyton,2017-03-15 08:44:14,25.65,3122642470489
South Josephborough,2017-11-21 12:13:37,27.9,5759400548470
Reginatown,2017-01-02 10:19:10,22.43,3510549736782
West Mandy,2017-08-03 00:35:36,25.62,7148971681231
Rhodesfort,2017-02-26 06:53:27,20.16,1989082087514
Tommyfurt,2017-11-27 16:35:07,36.69,2702020304158
Tommyfurt,2017-02-12 07:26:35,41.29,3391373833775
East Marthabury,2017-08-30 10:29:56,26.73,2542280419991
South Jeffrey,2017-04-19 04:41:56,18.95,3410819147563
Port Joshua,2017-03-07 08:45:27,36.56,0921180534997
Kleinside,2017-11-30 08:43:12,27.04,1378752649792
Simsland,2017-05-28 20:03:44,38.76,2731004619971
Johnsonside,2017-09-04 00:51:54,47.11,8799127617612
East Chelsea,2017-10-05 23:28:29,47.7,2632494113300
Rhodesfort,2017-06-25 08:16:09,43.78,6421392915637
Kennethmouth,2017-09-17 08:30:07,22.02,9223097858359
East Chelsea,2017-09-05 12:46:54,36.39,9955502993958
Tommyfurt,2017-09-01 03:26:04,23.41,3453145329999
Rhodesfort,2017-09-03 10:16:13,43.89,1302708184464
North Emily,2017-06-17 09:40:26,27.42,5199708825680
Port Maria,2017-06-26 09:55:39,16.98,7083345131632
North Courtneymouth,2017-05-30 20:52:25,35.33,0247008218130
North Thomas,2017-07-07 01:12:02,13.51,2943877412201
Bowmanland,2017-11-19 01:29:33,15.03,3833042342701
Kleinside,2017-06-09 22:41:33,14.48,4739789940257
Port Joshua,2017-06-05 06:23:12,43.15,8805112991039
Scottburgh,2017-08-05 04:28:15,14.49,5073685005856
New Trevormouth,2017-10-10 14:23:34,47.7,9412950767871
South Phillip,2017-06-28 02:37:02,17.89,3085620610096
Nancyburgh,2017-10-15 05:13:11,21.11,0196429590755
East Chelsea,2017-10-30 03:12:31,23.39,5891772054385
Scottburgh,2017-05-13 17:28:20,30.72,8711186036814
